Time,Pressure_bar
2.840000,-85.208661
2.860000,-84.994275
2.884000,-85.436445
2.901000,-85.181862
2.920000,-85.034472
2.940000,-85.248858
2.960000,-85.168463
2.980000,-85.208661
3.000000,-85.021073
3.020000,-85.208661
3.040000,-85.047871
3.060000,-85.449845
3.080000,-85.195261
3.100000,-85.208661
3.120000,-85.436445
3.140000,-85.168463
3.160000,-85.222060
3.180000,-85.195261
3.200000,-85.409647
3.220000,-85.195261
3.240000,-85.181862
3.260000,-85.222060
3.280000,-85.423046
3.300000,-85.195261
3.320000,-85.047871
3.340000,-85.423046
3.360000,-85.195261
3.380000,-85.208661
3.400000,-85.235459
3.420000,-85.155064
3.440000,-85.235459
3.460000,-85.047871
3.480000,-85.436445
3.500000,-85.222060
3.520000,-85.208661
3.540000,-85.222060
3.560000,-85.195261
3.580000,-85.208661
3.600000,-85.074669
3.620000,-85.436445
3.640000,-85.208661
3.660000,-85.168463
3.680000,-85.047871
3.700000,-85.168463
3.720000,-85.235459
3.740000,-85.047871
3.760000,-85.423046
3.780000,-85.195261
3.800000,-85.181862
3.820000,-85.248858
3.840000,-85.181862
3.860000,-85.208661
3.880000,-85.195261
3.900000,-85.423046
3.920000,-85.195261
3.945000,-85.168463
3.962000,-85.208661
3.981000,-85.409647
4.000000,-85.235459
4.020000,-85.061270
4.040000,-85.463244
4.060000,-85.222060
4.080000,-85.208661
4.100000,-85.222060
4.120000,-85.181862
